Time,Distance,Setpoint
7.083333333333333,56.61924362182617,15.0
7.1,56.799861923217776,15.0
7.116666666666666,56.98048022460938,15.0
7.133333333333334,57.161098526000984,15.0
7.15,57.34171682739259,15.0
7.166666666666667,57.52233512878419,15.0
7.183333333333334,57.702953430175796,15.0
7.2,57.8835717315674,15.0
7.216666666666667,58.064190032959004,15.0
7.233333333333333,58.24480833435061,15.0
7.25,58.42542663574221,15.0
7.266666666666667,58.60604493713382,15.0
7.283333333333333,58.78666323852542,15.0
7.3,58.967281539917025,15.0
7.316666666666666,59.14789984130863,15.0
7.333333333333333,55.59353256225586,15.0
7.35,55.75959839916229,15.0
7.366666666666666,55.92566423606873,15.0
7.383333333333334,56.09173007297516,15.0
7.4,56.257795909881594,15.0
7.416666666666667,56.42386174678803,15.0
7.433333333333334,56.58992758369446,15.0
7.45,56.755993420600895,15.0
7.466666666666667,56.92205925750733,15.0
7.483333333333333,57.08812509441376,15.0
7.5,57.254190931320196,15.0
7.516666666666667,57.42025676822663,15.0
7.533333333333333,54.28022003173828,15.0
7.55,54.415330933570864,15.0
7.566666666666666,54.55044183540345,15.0
7.583333333333333,54.68555273723603,15.0
7.6,54.82066363906861,15.0
7.616666666666666,54.955774540901196,15.0
7.633333333333334,55.09088544273378,15.0
7.65,55.22599634456636,15.0
7.666666666666667,55.361107246398944,15.0
7.683333333333334,55.49621814823153,15.0
7.7,55.63132905006411,15.0
7.716666666666667,55.76643995189669,15.0
7.733333333333333,55.901550853729276,15.0
7.75,56.03666175556186,15.0
7.766666666666667,56.17177265739444,15.0
7.783333333333333,56.306883559227025,15.0
7.8,56.44199446105961,15.0
7.816666666666666,56.57710536289219,15.0
7.833333333333333,56.71221626472477,15.0
7.85,56.847327166557356,15.0
7.866666666666666,56.98243806838994,15.0
7.883333333333334,57.11754897022252,15.0
7.9,57.252659872055105,15.0
7.916666666666667,57.38777077388769,15.0
7.933333333333334,57.52288167572027,15.0
7.95,57.657992577552854,15.0
7.966666666666667,57.79310347938544,15.0
7.983333333333333,57.92821438121802,15.0
8.0,58.0633252830506,15.0
8.016666666666667,58.198436184883185,15.0
8.033333333333333,58.33354708671577,15.0
8.05,58.46865798854835,15.0
8.066666666666666,58.603768890380934,15.0
8.083333333333334,58.73887979221352,15.0
8.1,58.8739906940461,15.0
8.116666666666667,59.00910159587868,15.0
8.133333333333333,59.144212497711266,15.0
8.15,59.27932339954385,15.0
8.166666666666666,59.41443430137643,15.0
8.183333333333334,59.549545203209014,15.0
8.2,59.6846561050416,15.0
8.216666666666667,59.81976700687418,15.0
8.233333333333333,59.95487790870676,15.0
8.25,60.089988810539346,15.0
8.266666666666667,60.22509971237193,15.0
8.283333333333333,60.36021061420451,15.0
8.3,60.495321516037095,15.0
8.316666666666666,51.44704818725586,15.0
8.333333333333334,51.63034318161011,15.0
8.35,51.81363817596436,15.0
8.366666666666667,51.996933170318606,15.0
8.383333333333333,52.180228164672855,15.0
8.4,52.3635231590271,15.0
8.416666666666666,52.54681815338135,15.0
8.433333333333334,52.7301131477356,15.0
8.45,52.91340814208985,15.0
8.466666666666667,53.0967031364441,15.0
8.483333333333333,53.27999813079835,15.0
8.5,53.463293125152596,15.0
8.516666666666667,53.646588119506845,15.0
8.533333333333333,53.829883113861094,15.0
8.55,54.01317810821534,15.0
8.566666666666666,54.19647310256959,15.0
8.583333333333334,54.37976809692384,15.0
8.6,54.56306309127809,15.0
8.616666666666667,54.74635808563234,15.0
8.633333333333333,49.72469711303711,15.0
8.65,49.92289300584793,15.0
8.666666666666666,50.121088898658755,15.0
8.683333333333334,50.31928479146958,15.0
8.7,50.5174806842804,15.0
8.716666666666667,50.71567657709122,15.0
8.733333333333333,50.913872469902046,15.0
8.75,51.11206836271287,15.0
8.766666666666667,51.31026425552369,15.0
8.783333333333333,51.508460148334514,15.0
8.8,47.72860336303711,15.0
8.816666666666666,47.94087376642227,15.0
8.833333333333334,48.15314416980743,15.0
8.85,48.365414573192595,15.0
8.866666666666667,48.57768497657776,15.0
8.883333333333333,48.78995537996292,15.0
8.9,49.00222578334808,15.0
8.916666666666666,49.21449618673324,15.0
8.933333333333334,49.426766590118405,15.0
8.95,49.63903699350357,15.0
8.966666666666667,49.85130739688873,15.0
8.983333333333333,50.06357780027389,15.0
9.0,50.27584820365905,15.0
9.016666666666667,50.488118607044214,15.0
9.033333333333333,50.700389010429376,15.0
9.05,50.91265941381454,15.0
9.066666666666666,51.1249298171997,15.0
9.083333333333334,51.33720022058486,15.0
9.1,51.549470623970024,15.0
9.116666666666667,51.761741027355185,15.0
9.133333333333333,51.97401143074035,15.0
9.15,52.18628183412551,15.0
9.166666666666666,45.71561813354492,15.0
9.183333333333334,45.932381782054904,15.0
9.2,46.149145430564886,15.0
9.216666666666667,46.36590907907487,15.0
9.233333333333333,46.58267272758485,15.0
9.25,46.79943637609483,15.0
9.266666666666667,47.016200024604814,15.0
9.283333333333333,47.232963673114796,15.0
9.3,47.44972732162478,15.0
9.316666666666666,47.66649097013476,15.0
9.333333333333334,47.88325461864474,15.0
9.35,48.100018267154724,15.0
9.366666666666667,48.316781915664706,15.0
9.383333333333333,48.53354556417469,15.0
9.4,48.75030921268467,15.0
9.416666666666666,48.96707286119465,15.0
9.433333333333334,49.18383650970463,15.0
9.45,49.400600158214615,15.0
9.466666666666667,49.6173638067246,15.0
9.483333333333333,49.83412745523458,15.0
9.5,50.05089110374456,15.0
9.516666666666667,50.26765475225454,15.0
9.533333333333333,50.484418400764525,15.0
9.55,50.70118204927451,15.0
