Time,Velocity,Setpoint
0.0,5.42989083136372,10.0
0.016666666666666666,5.429880341169458,10.0
0.03333333333333333,5.4299866779845685,10.0
0.05,5.431555479597605,10.0
0.06666666666666667,5.436279052404456,10.0
0.08333333333333333,5.445575994699668,10.0
0.1,5.459499713374566,10.0
0.11666666666666667,5.477713556280339,10.0
0.13333333333333333,5.498830875674627,10.0
0.15,5.509698051645387,10.0
0.16666666666666666,5.507659084783756,10.0
0.18333333333333332,5.505924818928765,10.0
0.2,5.50542366165288,10.0
0.21666666666666667,5.504513374375381,10.0
0.23333333333333334,5.503781425130027,10.0
0.25,5.502983196491125,10.0
0.26666666666666666,5.50221739138209,10.0
0.2833333333333333,5.5014391864359276,10.0
0.3,5.5006695661804335,10.0
0.31666666666666665,5.49989803850214,10.0
0.3333333333333333,5.499129372764324,10.0
0.35,5.49835879837034,10.0
0.36666666666666664,5.497590610628414,10.0
0.38333333333333336,5.49682242177347,10.0
0.4,5.496053280350202,10.0
0.4166666666666667,5.49528556938885,10.0
0.43333333333333335,5.494517857218205,10.0
0.45,5.493750622519905,10.0
0.4666666666666667,5.49298195646947,10.0
0.48333333333333334,5.492214722011828,10.0
0.5,5.491447010653304,10.0
0.5166666666666667,5.490677867292664,10.0
0.5333333333333333,5.489910632450108,10.0
0.55,5.489142920634301,10.0
0.5666666666666667,5.488376160911632,10.0
0.5833333333333334,5.487606542822138,10.0
0.6,5.486840262593443,10.0
0.6166666666666667,5.48607207505618,10.0
0.6333333333333333,5.485305794833493,10.0
0.65,5.508038648274014,10.0
0.6666666666666666,5.642756817219352,10.0
0.6833333333333333,5.684138392043701,10.0
0.7,5.777389629780254,10.0
0.7166666666666667,5.832370195108447,10.0
0.7333333333333333,5.907524416437098,10.0
0.75,5.96725525825826,10.0
0.7666666666666667,6.033705245963682,10.0
0.7833333333333333,6.094147056022071,10.0
0.8,6.156180078315365,10.0
0.8166666666666667,6.2158198436073935,10.0
0.8333333333333334,6.2753995267802205,10.0
0.85,6.333874848798727,10.0
0.8666666666666667,6.391908618260344,10.0
0.8833333333333333,6.449300083959859,10.0
0.9,6.506242364943975,10.0
0.9166666666666666,6.562733557044652,10.0
0.9333333333333333,6.61885090853765,10.0
0.95,6.674620631232868,10.0
0.9666666666666667,6.730089954836261,10.0
0.9833333333333333,6.785286049441894,10.0
1.0,6.840236105845528,10.0
1.0166666666666666,6.894967283747702,10.0
1.0333333333333334,6.9494991436733,10.0
1.05,7.0038478972990195,10.0
1.0666666666666667,7.0580316645822725,10.0
1.0833333333333333,7.112063796942433,10.0
1.1,7.165957167687954,10.0
1.1166666666666667,7.219719407611281,10.0
1.1333333333333333,7.273364817631425,10.0
1.15,7.326895790928736,10.0
1.1666666666666667,7.380321380274067,10.0
1.1833333333333333,7.43363968338274,10.0
1.2,7.486845927847082,10.0
1.2166666666666666,7.539935823472571,10.0
1.2333333333333334,7.592907939442378,10.0
1.25,7.645755600335578,10.0
1.2666666666666666,7.698480713220423,10.0
1.2833333333333334,7.7510785098464305,10.0
1.3,7.803547082778539,10.0
1.3166666666666667,7.8558873888927625,10.0
1.3333333333333333,7.908096562663119,10.0
1.35,7.960175076904701,10.0
1.3666666666666667,8.012120081613926,10.0
1.3833333333333333,8.063933477234746,10.0
1.4,8.115612402728908,10.0
1.4166666666666667,8.167158769201269,10.0
1.4333333333333333,8.218570666750331,10.0
1.45,8.269850002335756,10.0
1.4666666666666666,8.32099677649885,10.0
1.4833333333333334,8.3720100349327,10.0
1.5,8.422890734687824,10.0
1.5166666666666666,8.473639824999278,10.0
1.5333333333333334,8.524258259266006,10.0
1.55,8.574744134631247,10.0
1.5666666666666667,8.6251012621506,10.0
1.5833333333333333,8.675329644399252,10.0
1.6,8.72543118549672,10.0
1.6166666666666667,8.77540588658649,10.0
1.6333333333333333,8.825256610288772,10.0
1.65,8.874984310513737,10.0
1.6666666666666667,8.924591847222514,10.0
1.6833333333333333,8.97408207934724,10.0
1.7,9.02345596206159,10.0
1.7166666666666666,9.072718266564001,10.0
1.7333333333333334,9.121870897539909,10.0
1.75,9.170921480240937,10.0
1.7666666666666666,9.219871930482682,10.0
1.7833333333333334,9.26863450540352,10.0
1.8,9.317159625821438,10.0
1.8166666666666667,9.365465388386662,10.0
1.8333333333333333,9.413564201714584,10.0
1.85,9.461400755426236,10.0
1.8666666666666667,9.508989351727882,10.0
1.8833333333333333,9.556350020978742,10.0
1.9,9.603495157968288,10.0
1.9166666666666667,9.65043620668045,10.0
